"config_id","hamming","state","adj_sets","HEE_EC","EC_ED","EC_P","EC_MH","PH_MH","SA_MH","SI_MH","EC_PH"
1171,5,"cyclic","","original","original","reversed","reversed","latent","reversed","reversed","original"
1172,6,"cyclic","","reversed","original","reversed","reversed","latent","reversed","reversed","original"
1173,6,"cyclic","","latent","original","reversed","reversed","latent","reversed","reversed","original"
1174,6,"cyclic","","original","reversed","reversed","reversed","latent","reversed","reversed","original"
1175,7,"cyclic","","reversed","reversed","reversed","reversed","latent","reversed","reversed","original"
1176,7,"cyclic","","latent","reversed","reversed","reversed","latent","reversed","reversed","original"
1177,6,"cyclic","","original","latent","reversed","reversed","latent","reversed","reversed","original"
1178,7,"cyclic","","reversed","latent","reversed","reversed","latent","reversed","reversed","original"
1179,7,"cyclic","","latent","latent","reversed","reversed","latent","reversed","reversed","original"
1180,5,"cyclic","","original","original","latent","reversed","latent","reversed","reversed","original"
1181,6,"cyclic","","reversed","original","latent","reversed","latent","reversed","reversed","original"
1182,6,"cyclic","","latent","original","latent","reversed","latent","reversed","reversed","original"
1183,6,"cyclic","","original","reversed","latent","reversed","latent","reversed","reversed","original"
1184,7,"cyclic","","reversed","reversed","latent","reversed","latent","reversed","reversed","original"
1185,7,"cyclic","","latent","reversed","latent","reversed","latent","reversed","reversed","original"
1186,6,"cyclic","","original","latent","latent","reversed","latent","reversed","reversed","original"
1187,7,"cyclic","","reversed","latent","latent","reversed","latent","reversed","reversed","original"
1188,7,"cyclic","","latent","latent","latent","reversed","latent","reversed","reversed","original"
1189,4,"ok","{C,EC,H,T,U}","original","original","original","latent","latent","reversed","reversed","original"
1190,5,"cyclic","","reversed","original","original","latent","latent","reversed","reversed","original"
1191,5,"non-identifiable","","latent","original","original","latent","latent","reversed","reversed","original"
1192,5,"ok","{C,EC,H,T,U}","original","reversed","original","latent","latent","reversed","reversed","original"
1193,6,"cyclic","","reversed","reversed","original","latent","latent","reversed","reversed","original"
1194,6,"non-identifiable","","latent","reversed","original","latent","latent","reversed","reversed","original"
1195,5,"ok","{C,EC,H,T,U}","original","latent","original","latent","latent","reversed","reversed","original"
1196,6,"cyclic","","reversed","latent","original","latent","latent","reversed","reversed","original"
1197,6,"non-identifiable","","latent","latent","original","latent","latent","reversed","reversed","original"
1198,5,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","latent","reversed","reversed","original"
1199,6,"cyclic","","reversed","original","reversed","latent","latent","reversed","reversed","original"
1200,6,"non-identifiable","","latent","original","reversed","latent","latent","reversed","reversed","original"
1201,6,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","latent","reversed","reversed","original"
1202,7,"cyclic","","reversed","reversed","reversed","latent","latent","reversed","reversed","original"
1203,7,"non-identifiable","","latent","reversed","reversed","latent","latent","reversed","reversed","original"
1204,6,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","latent","reversed","reversed","original"
1205,7,"cyclic","","reversed","latent","reversed","latent","latent","reversed","reversed","original"
1206,7,"non-identifiable","","latent","latent","reversed","latent","latent","reversed","reversed","original"
1207,5,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","latent","reversed","reversed","original"
1208,6,"cyclic","","reversed","original","latent","latent","latent","reversed","reversed","original"
1209,6,"non-identifiable","","latent","original","latent","latent","latent","reversed","reversed","original"
1210,6,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","latent","reversed","reversed","original"
1211,7,"cyclic","","reversed","reversed","latent","latent","latent","reversed","reversed","original"
1212,7,"non-identifiable","","latent","reversed","latent","latent","latent","reversed","reversed","original"
1213,6,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","latent","reversed","reversed","original"
1214,7,"cyclic","","reversed","latent","latent","latent","latent","reversed","reversed","original"
1215,7,"non-identifiable","","latent","latent","latent","latent","latent","reversed","reversed","original"
1216,2,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,EC,H,T,U}","original","original","original","original","original","latent","reversed","original"
1217,3,"cyclic","","reversed","original","original","original","original","latent","reversed","original"
1218,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","original","original","original","latent","reversed","original"
1219,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,EC,H,T,U}","original","reversed","original","original","original","latent","reversed","original"
1220,4,"cyclic","","reversed","reversed","original","original","original","latent","reversed","original"
1221,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,H,T,U,U_AH}","latent","reversed","original","original","original","latent","reversed","original"
1222,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,EC,H,T,U}","original","latent","original","original","original","latent","reversed","original"
1223,4,"cyclic","","reversed","latent","original","original","original","latent","reversed","original"
1224,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","original","original","original","latent","reversed","original"
1225,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","reversed","original","original","latent","reversed","original"
1226,4,"cyclic","","reversed","original","reversed","original","original","latent","reversed","original"
1227,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","reversed","original","original","latent","reversed","original"
1228,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","reversed","original","original","latent","reversed","original"
1229,5,"cyclic","","reversed","reversed","reversed","original","original","latent","reversed","original"
1230,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,H,T,U,U_AH}","latent","reversed","reversed","original","original","latent","reversed","original"
1231,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","reversed","original","original","latent","reversed","original"
1232,5,"cyclic","","reversed","latent","reversed","original","original","latent","reversed","original"
1233,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","reversed","original","original","latent","reversed","original"
1234,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","latent","original","original","latent","reversed","original"
1235,4,"cyclic","","reversed","original","latent","original","original","latent","reversed","original"
1236,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","latent","original","original","latent","reversed","original"
1237,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","latent","original","original","latent","reversed","original"
1238,5,"cyclic","","reversed","reversed","latent","original","original","latent","reversed","original"
1239,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,H,T,U,U_AH}","latent","reversed","latent","original","original","latent","reversed","original"
1240,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","latent","original","original","latent","reversed","original"
1241,5,"cyclic","","reversed","latent","latent","original","original","latent","reversed","original"
1242,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T,U_AH} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","latent","original","original","latent","reversed","original"
1243,3,"cyclic","","original","original","original","reversed","original","latent","reversed","original"
1244,4,"cyclic","","reversed","original","original","reversed","original","latent","reversed","original"
1245,4,"cyclic","","latent","original","original","reversed","original","latent","reversed","original"
1246,4,"cyclic","","original","reversed","original","reversed","original","latent","reversed","original"
1247,5,"cyclic","","reversed","reversed","original","reversed","original","latent","reversed","original"
1248,5,"cyclic","","latent","reversed","original","reversed","original","latent","reversed","original"
1249,4,"cyclic","","original","latent","original","reversed","original","latent","reversed","original"
1250,5,"cyclic","","reversed","latent","original","reversed","original","latent","reversed","original"
1251,5,"cyclic","","latent","latent","original","reversed","original","latent","reversed","original"
1252,4,"cyclic","","original","original","reversed","reversed","original","latent","reversed","original"
1253,5,"cyclic","","reversed","original","reversed","reversed","original","latent","reversed","original"
1254,5,"cyclic","","latent","original","reversed","reversed","original","latent","reversed","original"
1255,5,"cyclic","","original","reversed","reversed","reversed","original","latent","reversed","original"
1256,6,"cyclic","","reversed","reversed","reversed","reversed","original","latent","reversed","original"
1257,6,"cyclic","","latent","reversed","reversed","reversed","original","latent","reversed","original"
1258,5,"cyclic","","original","latent","reversed","reversed","original","latent","reversed","original"
1259,6,"cyclic","","reversed","latent","reversed","reversed","original","latent","reversed","original"
1260,6,"cyclic","","latent","latent","reversed","reversed","original","latent","reversed","original"
1261,4,"cyclic","","original","original","latent","reversed","original","latent","reversed","original"
1262,5,"cyclic","","reversed","original","latent","reversed","original","latent","reversed","original"
1263,5,"cyclic","","latent","original","latent","reversed","original","latent","reversed","original"
1264,5,"cyclic","","original","reversed","latent","reversed","original","latent","reversed","original"
1265,6,"cyclic","","reversed","reversed","latent","reversed","original","latent","reversed","original"
1266,6,"cyclic","","latent","reversed","latent","reversed","original","latent","reversed","original"
1267,5,"cyclic","","original","latent","latent","reversed","original","latent","reversed","original"
1268,6,"cyclic","","reversed","latent","latent","reversed","original","latent","reversed","original"
1269,6,"cyclic","","latent","latent","latent","reversed","original","latent","reversed","original"
1270,3,"ok","{C,EC,H,T,U}","original","original","original","latent","original","latent","reversed","original"
1271,4,"cyclic","","reversed","original","original","latent","original","latent","reversed","original"
1272,4,"non-identifiable","","latent","original","original","latent","original","latent","reversed","original"
1273,4,"ok","{C,EC,H,T,U}","original","reversed","original","latent","original","latent","reversed","original"
1274,5,"cyclic","","reversed","reversed","original","latent","original","latent","reversed","original"
1275,5,"non-identifiable","","latent","reversed","original","latent","original","latent","reversed","original"
1276,4,"ok","{C,EC,H,T,U}","original","latent","original","latent","original","latent","reversed","original"
1277,5,"cyclic","","reversed","latent","original","latent","original","latent","reversed","original"
1278,5,"non-identifiable","","latent","latent","original","latent","original","latent","reversed","original"
1279,4,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","original","latent","reversed","original"
1280,5,"cyclic","","reversed","original","reversed","latent","original","latent","reversed","original"
1281,5,"non-identifiable","","latent","original","reversed","latent","original","latent","reversed","original"
1282,5,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","original","latent","reversed","original"
1283,6,"cyclic","","reversed","reversed","reversed","latent","original","latent","reversed","original"
1284,6,"non-identifiable","","latent","reversed","reversed","latent","original","latent","reversed","original"
1285,5,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","original","latent","reversed","original"
1286,6,"cyclic","","reversed","latent","reversed","latent","original","latent","reversed","original"
1287,6,"non-identifiable","","latent","latent","reversed","latent","original","latent","reversed","original"
1288,4,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","original","latent","reversed","original"
1289,5,"cyclic","","reversed","original","latent","latent","original","latent","reversed","original"
1290,5,"non-identifiable","","latent","original","latent","latent","original","latent","reversed","original"
1291,5,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","original","latent","reversed","original"
1292,6,"cyclic","","reversed","reversed","latent","latent","original","latent","reversed","original"
1293,6,"non-identifiable","","latent","reversed","latent","latent","original","latent","reversed","original"
1294,5,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","original","latent","reversed","original"
1295,6,"cyclic","","reversed","latent","latent","latent","original","latent","reversed","original"
1296,6,"non-identifiable","","latent","latent","latent","latent","original","latent","reversed","original"
1297,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","original","original","original","reversed","latent","reversed","original"
1298,4,"cyclic","","reversed","original","original","original","reversed","latent","reversed","original"
1299,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","original","original","reversed","latent","reversed","original"
1300,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","reversed","original","original","reversed","latent","reversed","original"
1301,5,"cyclic","","reversed","reversed","original","original","reversed","latent","reversed","original"
1302,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","original","original","reversed","latent","reversed","original"
1303,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","latent","original","original","reversed","latent","reversed","original"
1304,5,"cyclic","","reversed","latent","original","original","reversed","latent","reversed","original"
1305,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","original","original","reversed","latent","reversed","original"
1306,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","reversed","original","reversed","latent","reversed","original"
1307,5,"cyclic","","reversed","original","reversed","original","reversed","latent","reversed","original"
1308,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","reversed","original","reversed","latent","reversed","original"
1309,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","reversed","original","reversed","latent","reversed","original"
1310,6,"cyclic","","reversed","reversed","reversed","original","reversed","latent","reversed","original"
1311,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","reversed","original","reversed","latent","reversed","original"
1312,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","reversed","original","reversed","latent","reversed","original"
1313,6,"cyclic","","reversed","latent","reversed","original","reversed","latent","reversed","original"
1314,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","reversed","original","reversed","latent","reversed","original"
1315,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","latent","original","reversed","latent","reversed","original"
1316,5,"cyclic","","reversed","original","latent","original","reversed","latent","reversed","original"
1317,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","latent","original","reversed","latent","reversed","original"
1318,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","latent","original","reversed","latent","reversed","original"
1319,6,"cyclic","","reversed","reversed","latent","original","reversed","latent","reversed","original"
1320,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","latent","original","reversed","latent","reversed","original"
1321,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","latent","original","reversed","latent","reversed","original"
1322,6,"cyclic","","reversed","latent","latent","original","reversed","latent","reversed","original"
1323,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","latent","original","reversed","latent","reversed","original"
1324,4,"cyclic","","original","original","original","reversed","reversed","latent","reversed","original"
1325,5,"cyclic","","reversed","original","original","reversed","reversed","latent","reversed","original"
1326,5,"cyclic","","latent","original","original","reversed","reversed","latent","reversed","original"
1327,5,"cyclic","","original","reversed","original","reversed","reversed","latent","reversed","original"
1328,6,"cyclic","","reversed","reversed","original","reversed","reversed","latent","reversed","original"
1329,6,"cyclic","","latent","reversed","original","reversed","reversed","latent","reversed","original"
1330,5,"cyclic","","original","latent","original","reversed","reversed","latent","reversed","original"
1331,6,"cyclic","","reversed","latent","original","reversed","reversed","latent","reversed","original"
1332,6,"cyclic","","latent","latent","original","reversed","reversed","latent","reversed","original"
1333,5,"cyclic","","original","original","reversed","reversed","reversed","latent","reversed","original"
1334,6,"cyclic","","reversed","original","reversed","reversed","reversed","latent","reversed","original"
1335,6,"cyclic","","latent","original","reversed","reversed","reversed","latent","reversed","original"
1336,6,"cyclic","","original","reversed","reversed","reversed","reversed","latent","reversed","original"
1337,7,"cyclic","","reversed","reversed","reversed","reversed","reversed","latent","reversed","original"
1338,7,"cyclic","","latent","reversed","reversed","reversed","reversed","latent","reversed","original"
1339,6,"cyclic","","original","latent","reversed","reversed","reversed","latent","reversed","original"
1340,7,"cyclic","","reversed","latent","reversed","reversed","reversed","latent","reversed","original"
1341,7,"cyclic","","latent","latent","reversed","reversed","reversed","latent","reversed","original"
1342,5,"cyclic","","original","original","latent","reversed","reversed","latent","reversed","original"
1343,6,"cyclic","","reversed","original","latent","reversed","reversed","latent","reversed","original"
1344,6,"cyclic","","latent","original","latent","reversed","reversed","latent","reversed","original"
1345,6,"cyclic","","original","reversed","latent","reversed","reversed","latent","reversed","original"
1346,7,"cyclic","","reversed","reversed","latent","reversed","reversed","latent","reversed","original"
1347,7,"cyclic","","latent","reversed","latent","reversed","reversed","latent","reversed","original"
1348,6,"cyclic","","original","latent","latent","reversed","reversed","latent","reversed","original"
1349,7,"cyclic","","reversed","latent","latent","reversed","reversed","latent","reversed","original"
1350,7,"cyclic","","latent","latent","latent","reversed","reversed","latent","reversed","original"
1351,4,"ok","{C,EC,H,T,U}","original","original","original","latent","reversed","latent","reversed","original"
1352,5,"cyclic","","reversed","original","original","latent","reversed","latent","reversed","original"
1353,5,"non-identifiable","","latent","original","original","latent","reversed","latent","reversed","original"
1354,5,"ok","{C,EC,H,T,U}","original","reversed","original","latent","reversed","latent","reversed","original"
1355,6,"cyclic","","reversed","reversed","original","latent","reversed","latent","reversed","original"
1356,6,"non-identifiable","","latent","reversed","original","latent","reversed","latent","reversed","original"
1357,5,"ok","{C,EC,H,T,U}","original","latent","original","latent","reversed","latent","reversed","original"
1358,6,"cyclic","","reversed","latent","original","latent","reversed","latent","reversed","original"
1359,6,"non-identifiable","","latent","latent","original","latent","reversed","latent","reversed","original"
1360,5,"ok","{C,EC,H,P,T,U}","original","original","reversed","latent","reversed","latent","reversed","original"
1361,6,"cyclic","","reversed","original","reversed","latent","reversed","latent","reversed","original"
1362,6,"non-identifiable","","latent","original","reversed","latent","reversed","latent","reversed","original"
1363,6,"ok","{C,EC,H,P,T,U}","original","reversed","reversed","latent","reversed","latent","reversed","original"
1364,7,"cyclic","","reversed","reversed","reversed","latent","reversed","latent","reversed","original"
1365,7,"non-identifiable","","latent","reversed","reversed","latent","reversed","latent","reversed","original"
1366,6,"ok","{C,EC,H,P,T,U}","original","latent","reversed","latent","reversed","latent","reversed","original"
1367,7,"cyclic","","reversed","latent","reversed","latent","reversed","latent","reversed","original"
1368,7,"non-identifiable","","latent","latent","reversed","latent","reversed","latent","reversed","original"
1369,5,"ok","{C,EC,H,P,T,U}","original","original","latent","latent","reversed","latent","reversed","original"
1370,6,"cyclic","","reversed","original","latent","latent","reversed","latent","reversed","original"
1371,6,"non-identifiable","","latent","original","latent","latent","reversed","latent","reversed","original"
1372,6,"ok","{C,EC,H,P,T,U}","original","reversed","latent","latent","reversed","latent","reversed","original"
1373,7,"cyclic","","reversed","reversed","latent","latent","reversed","latent","reversed","original"
1374,7,"non-identifiable","","latent","reversed","latent","latent","reversed","latent","reversed","original"
1375,6,"ok","{C,EC,H,P,T,U}","original","latent","latent","latent","reversed","latent","reversed","original"
1376,7,"cyclic","","reversed","latent","latent","latent","reversed","latent","reversed","original"
1377,7,"non-identifiable","","latent","latent","latent","latent","reversed","latent","reversed","original"
1378,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","original","original","original","latent","latent","reversed","original"
1379,4,"cyclic","","reversed","original","original","original","latent","latent","reversed","original"
1380,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","original","original","latent","latent","reversed","original"
1381,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","reversed","original","original","latent","latent","reversed","original"
1382,5,"cyclic","","reversed","reversed","original","original","latent","latent","reversed","original"
1383,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","original","original","latent","latent","reversed","original"
1384,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,EC,H,T,U}","original","latent","original","original","latent","latent","reversed","original"
1385,5,"cyclic","","reversed","latent","original","original","latent","latent","reversed","original"
1386,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","original","original","latent","latent","reversed","original"
1387,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","reversed","original","latent","latent","reversed","original"
1388,5,"cyclic","","reversed","original","reversed","original","latent","latent","reversed","original"
1389,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","reversed","original","latent","latent","reversed","original"
1390,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","reversed","original","latent","latent","reversed","original"
1391,6,"cyclic","","reversed","reversed","reversed","original","latent","latent","reversed","original"
1392,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","reversed","original","latent","latent","reversed","original"
1393,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","reversed","original","latent","latent","reversed","original"
1394,6,"cyclic","","reversed","latent","reversed","original","latent","latent","reversed","original"
1395,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","reversed","original","latent","latent","reversed","original"
1396,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","latent","original","latent","latent","reversed","original"
1397,5,"cyclic","","reversed","original","latent","original","latent","latent","reversed","original"
1398,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","latent","original","latent","latent","reversed","original"
1399,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","latent","original","latent","latent","reversed","original"
1400,6,"cyclic","","reversed","reversed","latent","original","latent","latent","reversed","original"
1401,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","latent","original","latent","latent","reversed","original"
1402,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","latent","original","latent","latent","reversed","original"
1403,6,"cyclic","","reversed","latent","latent","original","latent","latent","reversed","original"
1404,6,"ok","{C,D,DC,EC,ED,H,N,NS,SC,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","latent","original","latent","latent","reversed","original"
1405,4,"cyclic","","original","original","original","reversed","latent","latent","reversed","original"
1406,5,"cyclic","","reversed","original","original","reversed","latent","latent","reversed","original"
1407,5,"cyclic","","latent","original","original","reversed","latent","latent","reversed","original"
1408,5,"cyclic","","original","reversed","original","reversed","latent","latent","reversed","original"
1409,6,"cyclic","","reversed","reversed","original","reversed","latent","latent","reversed","original"
1410,6,"cyclic","","latent","reversed","original","reversed","latent","latent","reversed","original"
1411,5,"cyclic","","original","latent","original","reversed","latent","latent","reversed","original"
1412,6,"cyclic","","reversed","latent","original","reversed","latent","latent","reversed","original"
1413,6,"cyclic","","latent","latent","original","reversed","latent","latent","reversed","original"
1414,5,"cyclic","","original","original","reversed","reversed","latent","latent","reversed","original"
1415,6,"cyclic","","reversed","original","reversed","reversed","latent","latent","reversed","original"
1416,6,"cyclic","","latent","original","reversed","reversed","latent","latent","reversed","original"
1417,6,"cyclic","","original","reversed","reversed","reversed","latent","latent","reversed","original"
1418,7,"cyclic","","reversed","reversed","reversed","reversed","latent","latent","reversed","original"
1419,7,"cyclic","","latent","reversed","reversed","reversed","latent","latent","reversed","original"
1420,6,"cyclic","","original","latent","reversed","reversed","latent","latent","reversed","original"
1421,7,"cyclic","","reversed","latent","reversed","reversed","latent","latent","reversed","original"
1422,7,"cyclic","","latent","latent","reversed","reversed","latent","latent","reversed","original"
1423,5,"cyclic","","original","original","latent","reversed","latent","latent","reversed","original"
1424,6,"cyclic","","reversed","original","latent","reversed","latent","latent","reversed","original"
1425,6,"cyclic","","latent","original","latent","reversed","latent","latent","reversed","original"
1426,6,"cyclic","","original","reversed","latent","reversed","latent","latent","reversed","original"
1427,7,"cyclic","","reversed","reversed","latent","reversed","latent","latent","reversed","original"
1428,7,"cyclic","","latent","reversed","latent","reversed","latent","latent","reversed","original"
1429,6,"cyclic","","original","latent","latent","reversed","latent","latent","reversed","original"
1430,7,"cyclic","","reversed","latent","latent","reversed","latent","latent","reversed","original"
1431,7,"cyclic","","latent","latent","latent","reversed","latent","latent","reversed","original"
1432,4,"ok","{C,EC,H,T,U}","original","original","original","latent","latent","latent","reversed","original"
1433,5,"cyclic","","reversed","original","original","latent","latent","latent","reversed","original"
1434,5,"non-identifiable","","latent","original","original","latent","latent","latent","reversed","original"
1435,5,"ok","{C,EC,H,T,U}","original","reversed","original","latent","latent","latent","reversed","original"
1436,6,"cyclic","","reversed","reversed","original","latent","latent","latent","reversed","original"
1437,6,"non-identifiable","","latent","reversed","original","latent","latent","latent","reversed","original"
1438,5,"ok","{C,EC,H,T,U}","original","latent","original","latent","latent","latent","reversed","original"
