"config_id","hamming","state","adj_sets","HEE_EC","EC_ED","EC_P","EC_MH","PH_MH","SA_MH","SI_MH","EC_PH"
2613,5,"cyclic","","latent","original","latent","original","latent","reversed","original","reversed"
2614,5,"cyclic","","original","reversed","latent","original","latent","reversed","original","reversed"
2615,6,"cyclic","","reversed","reversed","latent","original","latent","reversed","original","reversed"
2616,6,"cyclic","","latent","reversed","latent","original","latent","reversed","original","reversed"
2617,5,"cyclic","","original","latent","latent","original","latent","reversed","original","reversed"
2618,6,"cyclic","","reversed","latent","latent","original","latent","reversed","original","reversed"
2619,6,"cyclic","","latent","latent","latent","original","latent","reversed","original","reversed"
2620,4,"cyclic","","original","original","original","reversed","latent","reversed","original","reversed"
2621,5,"cyclic","","reversed","original","original","reversed","latent","reversed","original","reversed"
2622,5,"cyclic","","latent","original","original","reversed","latent","reversed","original","reversed"
2623,5,"cyclic","","original","reversed","original","reversed","latent","reversed","original","reversed"
2624,6,"cyclic","","reversed","reversed","original","reversed","latent","reversed","original","reversed"
2625,6,"cyclic","","latent","reversed","original","reversed","latent","reversed","original","reversed"
2626,5,"cyclic","","original","latent","original","reversed","latent","reversed","original","reversed"
2627,6,"cyclic","","reversed","latent","original","reversed","latent","reversed","original","reversed"
2628,6,"cyclic","","latent","latent","original","reversed","latent","reversed","original","reversed"
2629,5,"cyclic","","original","original","reversed","reversed","latent","reversed","original","reversed"
2630,6,"cyclic","","reversed","original","reversed","reversed","latent","reversed","original","reversed"
2631,6,"cyclic","","latent","original","reversed","reversed","latent","reversed","original","reversed"
2632,6,"cyclic","","original","reversed","reversed","reversed","latent","reversed","original","reversed"
2633,7,"cyclic","","reversed","reversed","reversed","reversed","latent","reversed","original","reversed"
2634,7,"cyclic","","latent","reversed","reversed","reversed","latent","reversed","original","reversed"
2635,6,"cyclic","","original","latent","reversed","reversed","latent","reversed","original","reversed"
2636,7,"cyclic","","reversed","latent","reversed","reversed","latent","reversed","original","reversed"
2637,7,"cyclic","","latent","latent","reversed","reversed","latent","reversed","original","reversed"
2638,5,"cyclic","","original","original","latent","reversed","latent","reversed","original","reversed"
2639,6,"cyclic","","reversed","original","latent","reversed","latent","reversed","original","reversed"
2640,6,"cyclic","","latent","original","latent","reversed","latent","reversed","original","reversed"
2641,6,"cyclic","","original","reversed","latent","reversed","latent","reversed","original","reversed"
2642,7,"cyclic","","reversed","reversed","latent","reversed","latent","reversed","original","reversed"
2643,7,"cyclic","","latent","reversed","latent","reversed","latent","reversed","original","reversed"
2644,6,"cyclic","","original","latent","latent","reversed","latent","reversed","original","reversed"
2645,7,"cyclic","","reversed","latent","latent","reversed","latent","reversed","original","reversed"
2646,7,"cyclic","","latent","latent","latent","reversed","latent","reversed","original","reversed"
2647,4,"cyclic","","original","original","original","latent","latent","reversed","original","reversed"
2648,5,"cyclic","","reversed","original","original","latent","latent","reversed","original","reversed"
2649,5,"cyclic","","latent","original","original","latent","latent","reversed","original","reversed"
2650,5,"cyclic","","original","reversed","original","latent","latent","reversed","original","reversed"
2651,6,"cyclic","","reversed","reversed","original","latent","latent","reversed","original","reversed"
2652,6,"cyclic","","latent","reversed","original","latent","latent","reversed","original","reversed"
2653,5,"cyclic","","original","latent","original","latent","latent","reversed","original","reversed"
2654,6,"cyclic","","reversed","latent","original","latent","latent","reversed","original","reversed"
2655,6,"cyclic","","latent","latent","original","latent","latent","reversed","original","reversed"
2656,5,"cyclic","","original","original","reversed","latent","latent","reversed","original","reversed"
2657,6,"cyclic","","reversed","original","reversed","latent","latent","reversed","original","reversed"
2658,6,"cyclic","","latent","original","reversed","latent","latent","reversed","original","reversed"
2659,6,"cyclic","","original","reversed","reversed","latent","latent","reversed","original","reversed"
2660,7,"cyclic","","reversed","reversed","reversed","latent","latent","reversed","original","reversed"
2661,7,"cyclic","","latent","reversed","reversed","latent","latent","reversed","original","reversed"
2662,6,"cyclic","","original","latent","reversed","latent","latent","reversed","original","reversed"
2663,7,"cyclic","","reversed","latent","reversed","latent","latent","reversed","original","reversed"
2664,7,"cyclic","","latent","latent","reversed","latent","latent","reversed","original","reversed"
2665,5,"cyclic","","original","original","latent","latent","latent","reversed","original","reversed"
2666,6,"cyclic","","reversed","original","latent","latent","latent","reversed","original","reversed"
2667,6,"cyclic","","latent","original","latent","latent","latent","reversed","original","reversed"
2668,6,"cyclic","","original","reversed","latent","latent","latent","reversed","original","reversed"
2669,7,"cyclic","","reversed","reversed","latent","latent","latent","reversed","original","reversed"
2670,7,"cyclic","","latent","reversed","latent","latent","latent","reversed","original","reversed"
2671,6,"cyclic","","original","latent","latent","latent","latent","reversed","original","reversed"
2672,7,"cyclic","","reversed","latent","latent","latent","latent","reversed","original","reversed"
2673,7,"cyclic","","latent","latent","latent","latent","latent","reversed","original","reversed"
2674,2,"cyclic","","original","original","original","original","original","latent","original","reversed"
2675,3,"cyclic","","reversed","original","original","original","original","latent","original","reversed"
2676,3,"cyclic","","latent","original","original","original","original","latent","original","reversed"
2677,3,"cyclic","","original","reversed","original","original","original","latent","original","reversed"
2678,4,"cyclic","","reversed","reversed","original","original","original","latent","original","reversed"
2679,4,"cyclic","","latent","reversed","original","original","original","latent","original","reversed"
2680,3,"cyclic","","original","latent","original","original","original","latent","original","reversed"
2681,4,"cyclic","","reversed","latent","original","original","original","latent","original","reversed"
2682,4,"cyclic","","latent","latent","original","original","original","latent","original","reversed"
2683,3,"cyclic","","original","original","reversed","original","original","latent","original","reversed"
2684,4,"cyclic","","reversed","original","reversed","original","original","latent","original","reversed"
2685,4,"cyclic","","latent","original","reversed","original","original","latent","original","reversed"
2686,4,"cyclic","","original","reversed","reversed","original","original","latent","original","reversed"
2687,5,"cyclic","","reversed","reversed","reversed","original","original","latent","original","reversed"
2688,5,"cyclic","","latent","reversed","reversed","original","original","latent","original","reversed"
2689,4,"cyclic","","original","latent","reversed","original","original","latent","original","reversed"
2690,5,"cyclic","","reversed","latent","reversed","original","original","latent","original","reversed"
2691,5,"cyclic","","latent","latent","reversed","original","original","latent","original","reversed"
2692,3,"cyclic","","original","original","latent","original","original","latent","original","reversed"
2693,4,"cyclic","","reversed","original","latent","original","original","latent","original","reversed"
2694,4,"cyclic","","latent","original","latent","original","original","latent","original","reversed"
2695,4,"cyclic","","original","reversed","latent","original","original","latent","original","reversed"
2696,5,"cyclic","","reversed","reversed","latent","original","original","latent","original","reversed"
2697,5,"cyclic","","latent","reversed","latent","original","original","latent","original","reversed"
2698,4,"cyclic","","original","latent","latent","original","original","latent","original","reversed"
2699,5,"cyclic","","reversed","latent","latent","original","original","latent","original","reversed"
2700,5,"cyclic","","latent","latent","latent","original","original","latent","original","reversed"
2701,3,"cyclic","","original","original","original","reversed","original","latent","original","reversed"
2702,4,"cyclic","","reversed","original","original","reversed","original","latent","original","reversed"
2703,4,"cyclic","","latent","original","original","reversed","original","latent","original","reversed"
2704,4,"cyclic","","original","reversed","original","reversed","original","latent","original","reversed"
2705,5,"cyclic","","reversed","reversed","original","reversed","original","latent","original","reversed"
2706,5,"cyclic","","latent","reversed","original","reversed","original","latent","original","reversed"
2707,4,"cyclic","","original","latent","original","reversed","original","latent","original","reversed"
2708,5,"cyclic","","reversed","latent","original","reversed","original","latent","original","reversed"
2709,5,"cyclic","","latent","latent","original","reversed","original","latent","original","reversed"
2710,4,"cyclic","","original","original","reversed","reversed","original","latent","original","reversed"
2711,5,"cyclic","","reversed","original","reversed","reversed","original","latent","original","reversed"
2712,5,"cyclic","","latent","original","reversed","reversed","original","latent","original","reversed"
2713,5,"cyclic","","original","reversed","reversed","reversed","original","latent","original","reversed"
2714,6,"cyclic","","reversed","reversed","reversed","reversed","original","latent","original","reversed"
2715,6,"cyclic","","latent","reversed","reversed","reversed","original","latent","original","reversed"
2716,5,"cyclic","","original","latent","reversed","reversed","original","latent","original","reversed"
2717,6,"cyclic","","reversed","latent","reversed","reversed","original","latent","original","reversed"
2718,6,"cyclic","","latent","latent","reversed","reversed","original","latent","original","reversed"
2719,4,"cyclic","","original","original","latent","reversed","original","latent","original","reversed"
2720,5,"cyclic","","reversed","original","latent","reversed","original","latent","original","reversed"
2721,5,"cyclic","","latent","original","latent","reversed","original","latent","original","reversed"
2722,5,"cyclic","","original","reversed","latent","reversed","original","latent","original","reversed"
2723,6,"cyclic","","reversed","reversed","latent","reversed","original","latent","original","reversed"
2724,6,"cyclic","","latent","reversed","latent","reversed","original","latent","original","reversed"
2725,5,"cyclic","","original","latent","latent","reversed","original","latent","original","reversed"
2726,6,"cyclic","","reversed","latent","latent","reversed","original","latent","original","reversed"
2727,6,"cyclic","","latent","latent","latent","reversed","original","latent","original","reversed"
2728,3,"cyclic","","original","original","original","latent","original","latent","original","reversed"
2729,4,"cyclic","","reversed","original","original","latent","original","latent","original","reversed"
2730,4,"cyclic","","latent","original","original","latent","original","latent","original","reversed"
2731,4,"cyclic","","original","reversed","original","latent","original","latent","original","reversed"
2732,5,"cyclic","","reversed","reversed","original","latent","original","latent","original","reversed"
2733,5,"cyclic","","latent","reversed","original","latent","original","latent","original","reversed"
2734,4,"cyclic","","original","latent","original","latent","original","latent","original","reversed"
2735,5,"cyclic","","reversed","latent","original","latent","original","latent","original","reversed"
2736,5,"cyclic","","latent","latent","original","latent","original","latent","original","reversed"
2737,4,"cyclic","","original","original","reversed","latent","original","latent","original","reversed"
2738,5,"cyclic","","reversed","original","reversed","latent","original","latent","original","reversed"
2739,5,"cyclic","","latent","original","reversed","latent","original","latent","original","reversed"
2740,5,"cyclic","","original","reversed","reversed","latent","original","latent","original","reversed"
2741,6,"cyclic","","reversed","reversed","reversed","latent","original","latent","original","reversed"
2742,6,"cyclic","","latent","reversed","reversed","latent","original","latent","original","reversed"
2743,5,"cyclic","","original","latent","reversed","latent","original","latent","original","reversed"
2744,6,"cyclic","","reversed","latent","reversed","latent","original","latent","original","reversed"
2745,6,"cyclic","","latent","latent","reversed","latent","original","latent","original","reversed"
2746,4,"cyclic","","original","original","latent","latent","original","latent","original","reversed"
2747,5,"cyclic","","reversed","original","latent","latent","original","latent","original","reversed"
2748,5,"cyclic","","latent","original","latent","latent","original","latent","original","reversed"
2749,5,"cyclic","","original","reversed","latent","latent","original","latent","original","reversed"
2750,6,"cyclic","","reversed","reversed","latent","latent","original","latent","original","reversed"
2751,6,"cyclic","","latent","reversed","latent","latent","original","latent","original","reversed"
2752,5,"cyclic","","original","latent","latent","latent","original","latent","original","reversed"
2753,6,"cyclic","","reversed","latent","latent","latent","original","latent","original","reversed"
2754,6,"cyclic","","latent","latent","latent","latent","original","latent","original","reversed"
2755,3,"cyclic","","original","original","original","original","reversed","latent","original","reversed"
2756,4,"cyclic","","reversed","original","original","original","reversed","latent","original","reversed"
2757,4,"cyclic","","latent","original","original","original","reversed","latent","original","reversed"
2758,4,"cyclic","","original","reversed","original","original","reversed","latent","original","reversed"
2759,5,"cyclic","","reversed","reversed","original","original","reversed","latent","original","reversed"
2760,5,"cyclic","","latent","reversed","original","original","reversed","latent","original","reversed"
2761,4,"cyclic","","original","latent","original","original","reversed","latent","original","reversed"
2762,5,"cyclic","","reversed","latent","original","original","reversed","latent","original","reversed"
2763,5,"cyclic","","latent","latent","original","original","reversed","latent","original","reversed"
2764,4,"cyclic","","original","original","reversed","original","reversed","latent","original","reversed"
2765,5,"cyclic","","reversed","original","reversed","original","reversed","latent","original","reversed"
2766,5,"cyclic","","latent","original","reversed","original","reversed","latent","original","reversed"
2767,5,"cyclic","","original","reversed","reversed","original","reversed","latent","original","reversed"
2768,6,"cyclic","","reversed","reversed","reversed","original","reversed","latent","original","reversed"
2769,6,"cyclic","","latent","reversed","reversed","original","reversed","latent","original","reversed"
2770,5,"cyclic","","original","latent","reversed","original","reversed","latent","original","reversed"
2771,6,"cyclic","","reversed","latent","reversed","original","reversed","latent","original","reversed"
2772,6,"cyclic","","latent","latent","reversed","original","reversed","latent","original","reversed"
2773,4,"cyclic","","original","original","latent","original","reversed","latent","original","reversed"
2774,5,"cyclic","","reversed","original","latent","original","reversed","latent","original","reversed"
2775,5,"cyclic","","latent","original","latent","original","reversed","latent","original","reversed"
2776,5,"cyclic","","original","reversed","latent","original","reversed","latent","original","reversed"
2777,6,"cyclic","","reversed","reversed","latent","original","reversed","latent","original","reversed"
2778,6,"cyclic","","latent","reversed","latent","original","reversed","latent","original","reversed"
2779,5,"cyclic","","original","latent","latent","original","reversed","latent","original","reversed"
2780,6,"cyclic","","reversed","latent","latent","original","reversed","latent","original","reversed"
2781,6,"cyclic","","latent","latent","latent","original","reversed","latent","original","reversed"
2782,4,"cyclic","","original","original","original","reversed","reversed","latent","original","reversed"
2783,5,"cyclic","","reversed","original","original","reversed","reversed","latent","original","reversed"
2784,5,"cyclic","","latent","original","original","reversed","reversed","latent","original","reversed"
2785,5,"cyclic","","original","reversed","original","reversed","reversed","latent","original","reversed"
2786,6,"cyclic","","reversed","reversed","original","reversed","reversed","latent","original","reversed"
2787,6,"cyclic","","latent","reversed","original","reversed","reversed","latent","original","reversed"
2788,5,"cyclic","","original","latent","original","reversed","reversed","latent","original","reversed"
2789,6,"cyclic","","reversed","latent","original","reversed","reversed","latent","original","reversed"
2790,6,"cyclic","","latent","latent","original","reversed","reversed","latent","original","reversed"
2791,5,"cyclic","","original","original","reversed","reversed","reversed","latent","original","reversed"
2792,6,"cyclic","","reversed","original","reversed","reversed","reversed","latent","original","reversed"
2793,6,"cyclic","","latent","original","reversed","reversed","reversed","latent","original","reversed"
2794,6,"cyclic","","original","reversed","reversed","reversed","reversed","latent","original","reversed"
2795,7,"cyclic","","reversed","reversed","reversed","reversed","reversed","latent","original","reversed"
2796,7,"cyclic","","latent","reversed","reversed","reversed","reversed","latent","original","reversed"
2797,6,"cyclic","","original","latent","reversed","reversed","reversed","latent","original","reversed"
2798,7,"cyclic","","reversed","latent","reversed","reversed","reversed","latent","original","reversed"
2799,7,"cyclic","","latent","latent","reversed","reversed","reversed","latent","original","reversed"
2800,5,"cyclic","","original","original","latent","reversed","reversed","latent","original","reversed"
2801,6,"cyclic","","reversed","original","latent","reversed","reversed","latent","original","reversed"
2802,6,"cyclic","","latent","original","latent","reversed","reversed","latent","original","reversed"
2803,6,"cyclic","","original","reversed","latent","reversed","reversed","latent","original","reversed"
2804,7,"cyclic","","reversed","reversed","latent","reversed","reversed","latent","original","reversed"
2805,7,"cyclic","","latent","reversed","latent","reversed","reversed","latent","original","reversed"
2806,6,"cyclic","","original","latent","latent","reversed","reversed","latent","original","reversed"
2807,7,"cyclic","","reversed","latent","latent","reversed","reversed","latent","original","reversed"
2808,7,"cyclic","","latent","latent","latent","reversed","reversed","latent","original","reversed"
2809,4,"cyclic","","original","original","original","latent","reversed","latent","original","reversed"
2810,5,"cyclic","","reversed","original","original","latent","reversed","latent","original","reversed"
2811,5,"cyclic","","latent","original","original","latent","reversed","latent","original","reversed"
2812,5,"cyclic","","original","reversed","original","latent","reversed","latent","original","reversed"
2813,6,"cyclic","","reversed","reversed","original","latent","reversed","latent","original","reversed"
2814,6,"cyclic","","latent","reversed","original","latent","reversed","latent","original","reversed"
2815,5,"cyclic","","original","latent","original","latent","reversed","latent","original","reversed"
2816,6,"cyclic","","reversed","latent","original","latent","reversed","latent","original","reversed"
2817,6,"cyclic","","latent","latent","original","latent","reversed","latent","original","reversed"
2818,5,"cyclic","","original","original","reversed","latent","reversed","latent","original","reversed"
2819,6,"cyclic","","reversed","original","reversed","latent","reversed","latent","original","reversed"
2820,6,"cyclic","","latent","original","reversed","latent","reversed","latent","original","reversed"
2821,6,"cyclic","","original","reversed","reversed","latent","reversed","latent","original","reversed"
2822,7,"cyclic","","reversed","reversed","reversed","latent","reversed","latent","original","reversed"
2823,7,"cyclic","","latent","reversed","reversed","latent","reversed","latent","original","reversed"
2824,6,"cyclic","","original","latent","reversed","latent","reversed","latent","original","reversed"
2825,7,"cyclic","","reversed","latent","reversed","latent","reversed","latent","original","reversed"
2826,7,"cyclic","","latent","latent","reversed","latent","reversed","latent","original","reversed"
2827,5,"cyclic","","original","original","latent","latent","reversed","latent","original","reversed"
2828,6,"cyclic","","reversed","original","latent","latent","reversed","latent","original","reversed"
2829,6,"cyclic","","latent","original","latent","latent","reversed","latent","original","reversed"
2830,6,"cyclic","","original","reversed","latent","latent","reversed","latent","original","reversed"
2831,7,"cyclic","","reversed","reversed","latent","latent","reversed","latent","original","reversed"
2832,7,"cyclic","","latent","reversed","latent","latent","reversed","latent","original","reversed"
2833,6,"cyclic","","original","latent","latent","latent","reversed","latent","original","reversed"
2834,7,"cyclic","","reversed","latent","latent","latent","reversed","latent","original","reversed"
2835,7,"cyclic","","latent","latent","latent","latent","reversed","latent","original","reversed"
2836,3,"cyclic","","original","original","original","original","latent","latent","original","reversed"
2837,4,"cyclic","","reversed","original","original","original","latent","latent","original","reversed"
2838,4,"cyclic","","latent","original","original","original","latent","latent","original","reversed"
2839,4,"cyclic","","original","reversed","original","original","latent","latent","original","reversed"
2840,5,"cyclic","","reversed","reversed","original","original","latent","latent","original","reversed"
2841,5,"cyclic","","latent","reversed","original","original","latent","latent","original","reversed"
2842,4,"cyclic","","original","latent","original","original","latent","latent","original","reversed"
2843,5,"cyclic","","reversed","latent","original","original","latent","latent","original","reversed"
2844,5,"cyclic","","latent","latent","original","original","latent","latent","original","reversed"
2845,4,"cyclic","","original","original","reversed","original","latent","latent","original","reversed"
2846,5,"cyclic","","reversed","original","reversed","original","latent","latent","original","reversed"
2847,5,"cyclic","","latent","original","reversed","original","latent","latent","original","reversed"
2848,5,"cyclic","","original","reversed","reversed","original","latent","latent","original","reversed"
2849,6,"cyclic","","reversed","reversed","reversed","original","latent","latent","original","reversed"
2850,6,"cyclic","","latent","reversed","reversed","original","latent","latent","original","reversed"
2851,5,"cyclic","","original","latent","reversed","original","latent","latent","original","reversed"
2852,6,"cyclic","","reversed","latent","reversed","original","latent","latent","original","reversed"
2853,6,"cyclic","","latent","latent","reversed","original","latent","latent","original","reversed"
2854,4,"cyclic","","original","original","latent","original","latent","latent","original","reversed"
2855,5,"cyclic","","reversed","original","latent","original","latent","latent","original","reversed"
2856,5,"cyclic","","latent","original","latent","original","latent","latent","original","reversed"
2857,5,"cyclic","","original","reversed","latent","original","latent","latent","original","reversed"
2858,6,"cyclic","","reversed","reversed","latent","original","latent","latent","original","reversed"
2859,6,"cyclic","","latent","reversed","latent","original","latent","latent","original","reversed"
2860,5,"cyclic","","original","latent","latent","original","latent","latent","original","reversed"
2861,6,"cyclic","","reversed","latent","latent","original","latent","latent","original","reversed"
2862,6,"cyclic","","latent","latent","latent","original","latent","latent","original","reversed"
2863,4,"cyclic","","original","original","original","reversed","latent","latent","original","reversed"
2864,5,"cyclic","","reversed","original","original","reversed","latent","latent","original","reversed"
2865,5,"cyclic","","latent","original","original","reversed","latent","latent","original","reversed"
2866,5,"cyclic","","original","reversed","original","reversed","latent","latent","original","reversed"
2867,6,"cyclic","","reversed","reversed","original","reversed","latent","latent","original","reversed"
2868,6,"cyclic","","latent","reversed","original","reversed","latent","latent","original","reversed"
2869,5,"cyclic","","original","latent","original","reversed","latent","latent","original","reversed"
2870,6,"cyclic","","reversed","latent","original","reversed","latent","latent","original","reversed"
2871,6,"cyclic","","latent","latent","original","reversed","latent","latent","original","reversed"
2872,5,"cyclic","","original","original","reversed","reversed","latent","latent","original","reversed"
2873,6,"cyclic","","reversed","original","reversed","reversed","latent","latent","original","reversed"
2874,6,"cyclic","","latent","original","reversed","reversed","latent","latent","original","reversed"
2875,6,"cyclic","","original","reversed","reversed","reversed","latent","latent","original","reversed"
2876,7,"cyclic","","reversed","reversed","reversed","reversed","latent","latent","original","reversed"
2877,7,"cyclic","","latent","reversed","reversed","reversed","latent","latent","original","reversed"
2878,6,"cyclic","","original","latent","reversed","reversed","latent","latent","original","reversed"
2879,7,"cyclic","","reversed","latent","reversed","reversed","latent","latent","original","reversed"
2880,7,"cyclic","","latent","latent","reversed","reversed","latent","latent","original","reversed"
2881,5,"cyclic","","original","original","latent","reversed","latent","latent","original","reversed"
2882,6,"cyclic","","reversed","original","latent","reversed","latent","latent","original","reversed"
2883,6,"cyclic","","latent","original","latent","reversed","latent","latent","original","reversed"
2884,6,"cyclic","","original","reversed","latent","reversed","latent","latent","original","reversed"
2885,7,"cyclic","","reversed","reversed","latent","reversed","latent","latent","original","reversed"
2886,7,"cyclic","","latent","reversed","latent","reversed","latent","latent","original","reversed"
2887,6,"cyclic","","original","latent","latent","reversed","latent","latent","original","reversed"
2888,7,"cyclic","","reversed","latent","latent","reversed","latent","latent","original","reversed"
2889,7,"cyclic","","latent","latent","latent","reversed","latent","latent","original","reversed"
2890,4,"cyclic","","original","original","original","latent","latent","latent","original","reversed"
2891,5,"cyclic","","reversed","original","original","latent","latent","latent","original","reversed"
2892,5,"cyclic","","latent","original","original","latent","latent","latent","original","reversed"
2893,5,"cyclic","","original","reversed","original","latent","latent","latent","original","reversed"
2894,6,"cyclic","","reversed","reversed","original","latent","latent","latent","original","reversed"
2895,6,"cyclic","","latent","reversed","original","latent","latent","latent","original","reversed"
2896,5,"cyclic","","original","latent","original","latent","latent","latent","original","reversed"
2897,6,"cyclic","","reversed","latent","original","latent","latent","latent","original","reversed"
2898,6,"cyclic","","latent","latent","original","latent","latent","latent","original","reversed"
2899,5,"cyclic","","original","original","reversed","latent","latent","latent","original","reversed"
2900,6,"cyclic","","reversed","original","reversed","latent","latent","latent","original","reversed"
2901,6,"cyclic","","latent","original","reversed","latent","latent","latent","original","reversed"
2902,6,"cyclic","","original","reversed","reversed","latent","latent","latent","original","reversed"
2903,7,"cyclic","","reversed","reversed","reversed","latent","latent","latent","original","reversed"
2904,7,"cyclic","","latent","reversed","reversed","latent","latent","latent","original","reversed"
2905,6,"cyclic","","original","latent","reversed","latent","latent","latent","original","reversed"
2906,7,"cyclic","","reversed","latent","reversed","latent","latent","latent","original","reversed"
2907,7,"cyclic","","latent","latent","reversed","latent","latent","latent","original","reversed"
2908,5,"cyclic","","original","original","latent","latent","latent","latent","original","reversed"
2909,6,"cyclic","","reversed","original","latent","latent","latent","latent","original","reversed"
2910,6,"cyclic","","latent","original","latent","latent","latent","latent","original","reversed"
2911,6,"cyclic","","original","reversed","latent","latent","latent","latent","original","reversed"
2912,7,"cyclic","","reversed","reversed","latent","latent","latent","latent","original","reversed"
2913,7,"cyclic","","latent","reversed","latent","latent","latent","latent","original","reversed"
2914,6,"cyclic","","original","latent","latent","latent","latent","latent","original","reversed"
2915,7,"cyclic","","reversed","latent","latent","latent","latent","latent","original","reversed"
2916,7,"cyclic","","latent","latent","latent","latent","latent","latent","original","reversed"
2917,2,"cyclic","","original","original","original","original","original","original","reversed","reversed"
2918,3,"cyclic","","reversed","original","original","original","original","original","reversed","reversed"
2919,3,"cyclic","","latent","original","original","original","original","original","reversed","reversed"
2920,3,"cyclic","","original","reversed","original","original","original","original","reversed","reversed"
2921,4,"cyclic","","reversed","reversed","original","original","original","original","reversed","reversed"
2922,4,"cyclic","","latent","reversed","original","original","original","original","reversed","reversed"
2923,3,"cyclic","","original","latent","original","original","original","original","reversed","reversed"
2924,4,"cyclic","","reversed","latent","original","original","original","original","reversed","reversed"
2925,4,"cyclic","","latent","latent","original","original","original","original","reversed","reversed"
2926,3,"cyclic","","original","original","reversed","original","original","original","reversed","reversed"
2927,4,"cyclic","","reversed","original","reversed","original","original","original","reversed","reversed"
2928,4,"cyclic","","latent","original","reversed","original","original","original","reversed","reversed"
2929,4,"cyclic","","original","reversed","reversed","original","original","original","reversed","reversed"
2930,5,"cyclic","","reversed","reversed","reversed","original","original","original","reversed","reversed"
2931,5,"cyclic","","latent","reversed","reversed","original","original","original","reversed","reversed"
2932,4,"cyclic","","original","latent","reversed","original","original","original","reversed","reversed"
2933,5,"cyclic","","reversed","latent","reversed","original","original","original","reversed","reversed"
2934,5,"cyclic","","latent","latent","reversed","original","original","original","reversed","reversed"
2935,3,"cyclic","","original","original","latent","original","original","original","reversed","reversed"
2936,4,"cyclic","","reversed","original","latent","original","original","original","reversed","reversed"
2937,4,"cyclic","","latent","original","latent","original","original","original","reversed","reversed"
2938,4,"cyclic","","original","reversed","latent","original","original","original","reversed","reversed"
2939,5,"cyclic","","reversed","reversed","latent","original","original","original","reversed","reversed"
2940,5,"cyclic","","latent","reversed","latent","original","original","original","reversed","reversed"
2941,4,"cyclic","","original","latent","latent","original","original","original","reversed","reversed"
2942,5,"cyclic","","reversed","latent","latent","original","original","original","reversed","reversed"
2943,5,"cyclic","","latent","latent","latent","original","original","original","reversed","reversed"
2944,3,"cyclic","","original","original","original","reversed","original","original","reversed","reversed"
2945,4,"cyclic","","reversed","original","original","reversed","original","original","reversed","reversed"
2946,4,"cyclic","","latent","original","original","reversed","original","original","reversed","reversed"
2947,4,"cyclic","","original","reversed","original","reversed","original","original","reversed","reversed"
2948,5,"cyclic","","reversed","reversed","original","reversed","original","original","reversed","reversed"
2949,5,"cyclic","","latent","reversed","original","reversed","original","original","reversed","reversed"
2950,4,"cyclic","","original","latent","original","reversed","original","original","reversed","reversed"
2951,5,"cyclic","","reversed","latent","original","reversed","original","original","reversed","reversed"
2952,5,"cyclic","","latent","latent","original","reversed","original","original","reversed","reversed"
2953,4,"cyclic","","original","original","reversed","reversed","original","original","reversed","reversed"
2954,5,"cyclic","","reversed","original","reversed","reversed","original","original","reversed","reversed"
2955,5,"cyclic","","latent","original","reversed","reversed","original","original","reversed","reversed"
2956,5,"cyclic","","original","reversed","reversed","reversed","original","original","reversed","reversed"
2957,6,"cyclic","","reversed","reversed","reversed","reversed","original","original","reversed","reversed"
2958,6,"cyclic","","latent","reversed","reversed","reversed","original","original","reversed","reversed"
2959,5,"cyclic","","original","latent","reversed","reversed","original","original","reversed","reversed"
2960,6,"cyclic","","reversed","latent","reversed","reversed","original","original","reversed","reversed"
2961,6,"cyclic","","latent","latent","reversed","reversed","original","original","reversed","reversed"
2962,4,"cyclic","","original","original","latent","reversed","original","original","reversed","reversed"
2963,5,"cyclic","","reversed","original","latent","reversed","original","original","reversed","reversed"
2964,5,"cyclic","","latent","original","latent","reversed","original","original","reversed","reversed"
2965,5,"cyclic","","original","reversed","latent","reversed","original","original","reversed","reversed"
2966,6,"cyclic","","reversed","reversed","latent","reversed","original","original","reversed","reversed"
2967,6,"cyclic","","latent","reversed","latent","reversed","original","original","reversed","reversed"
2968,5,"cyclic","","original","latent","latent","reversed","original","original","reversed","reversed"
2969,6,"cyclic","","reversed","latent","latent","reversed","original","original","reversed","reversed"
2970,6,"cyclic","","latent","latent","latent","reversed","original","original","reversed","reversed"
2971,3,"cyclic","","original","original","original","latent","original","original","reversed","reversed"
2972,4,"cyclic","","reversed","original","original","latent","original","original","reversed","reversed"
2973,4,"cyclic","","latent","original","original","latent","original","original","reversed","reversed"
2974,4,"cyclic","","original","reversed","original","latent","original","original","reversed","reversed"
2975,5,"cyclic","","reversed","reversed","original","latent","original","original","reversed","reversed"
2976,5,"cyclic","","latent","reversed","original","latent","original","original","reversed","reversed"
2977,4,"cyclic","","original","latent","original","latent","original","original","reversed","reversed"
2978,5,"cyclic","","reversed","latent","original","latent","original","original","reversed","reversed"
2979,5,"cyclic","","latent","latent","original","latent","original","original","reversed","reversed"
2980,4,"cyclic","","original","original","reversed","latent","original","original","reversed","reversed"
2981,5,"cyclic","","reversed","original","reversed","latent","original","original","reversed","reversed"
2982,5,"cyclic","","latent","original","reversed","latent","original","original","reversed","reversed"
2983,5,"cyclic","","original","reversed","reversed","latent","original","original","reversed","reversed"
2984,6,"cyclic","","reversed","reversed","reversed","latent","original","original","reversed","reversed"
2985,6,"cyclic","","latent","reversed","reversed","latent","original","original","reversed","reversed"
2986,5,"cyclic","","original","latent","reversed","latent","original","original","reversed","reversed"
